,book_id,title,author,year,rank,genre,genre_2,genre_3,user_rating,reviews,price
429,1,The Lost Symbol,Dan Brown,2009,1,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.2,8747,19.0
459,2,The Shack: Where Tragedy Confronts Eternity,William P. Young,2009,2,Fiction,Children's Books,Literature & Fiction,4.6,19720,8.0
216,3,Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,2009,3,Non Fiction,History,Americas,4.8,3828,15.0
38,4,"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,2009,4,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.6,9769,13.0
134,5,Going Rogue: An American Life,Sarah Palin,2009,5,Non Fiction,History,Americas,4.6,1636,6.0
304,6,StrengthsFinder 2.0,Gallup,2009,6,Non Fiction,Business & Money,Management & Leadership,4.0,5069,17.0
402,7,The Help,Kathryn Stockett,2009,7,Fiction,Literature & Fiction,United States,4.8,13871,6.0
241,8,New Moon (The Twilight Saga),Stephenie Meyer,2009,8,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.6,5680,10.0
473,9,The Twilight Saga Collection,Stephenie Meyer,2009,9,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.7,3801,82.0
260,10,Outliers: The Story of Success,Malcolm Gladwell,2009,10,Non Fiction,Business & Money,Management & Leadership,4.6,10426,20.0
96,11,Eclipse (Twilight),Stephenie Meyer,2009,11,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.7,5505,18.0
513,12,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,2009,12,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.7,11676,9.0
131,13,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Glenn Beck,2009,13,Non Fiction,History,Americas,4.6,1365,11.0
498,14,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,2009,14,Non Fiction,Biographies & Memoirs,Historical,4.3,3319,11.0
430,15,The Love Dare,Stephen Kendrick,2009,15,Non Fiction,Christian Books & Bibles,Christian Living,4.8,1655,13.0
14,16,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,2009,16,Non Fiction,Self-Help,Psychology,4.6,5013,17.0
80,17,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Jeff Kinney,2009,17,Fiction,Children's Books,Growing Up & Facts of Life,4.8,3181,12.0
520,18,Under the Dome: A Novel,Stephen King,2009,18,Fiction,Literature & Fiction,Genre Fiction,4.3,6740,20.0
398,19,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,2009,19,Fiction,Literature & Fiction,Genre Fiction,4.7,8587,10.0
91,20,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,David Zinczenko,2009,20,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.5,720,1.0
25,21,Arguing with Idiots: How to Stop Small Minds and Big Government,Glenn Beck,2009,21,Non Fiction,Politics & Social Sciences,Politics & Government,4.6,798,5.0
228,22,"Mastering the Art of French Cooking, Vol. 2",Julia Child,2009,22,Non Fiction,"Cookbooks, Food & Wine",Regional & International,4.8,2926,27.0
299,23,Sookie Stackhouse,Charlaine Harris,2009,23,Fiction,"Mystery, Thriller & Suspense",Mystery,4.7,973,25.0
470,24,The Time Traveler's Wife,Audrey Niffenegger,2009,24,Fiction,Science Fiction & Fantasy,Fantasy,4.4,3759,6.0
271,25,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2009,25,Non Fiction,"New, Used & Rental Textbooks",Social Sciences,4.5,8580,46.0
512,26,True Compass: A Memoir,Edward M. Kennedy,2009,26,Non Fiction,Biographies & Memoirs,Historical,4.5,438,15.0
388,27,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,2009,27,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.4,10559,2.0
330,28,The 5000 Year Leap,W. Cleon Skousen,2009,28,Non Fiction,Politics & Social Sciences,Politics & Government,4.8,1680,12.0
139,29,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,2009,29,Non Fiction,Business & Money,Biography & History,4.5,3457,14.0
95,30,Eclipse (Twilight Sagas),Stephenie Meyer,2009,30,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.7,5505,7.0
535,31,Where the Wild Things Are,Maurice Sendak,2009,31,Fiction,Children's Books,Science Fiction & Fantasy,4.8,9967,13.0
369,32,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2009,32,Non Fiction,Business & Money,Management & Leadership,4.6,3207,6.0
254,33,Olive Kitteridge,Elizabeth Strout,2009,33,Fiction,Literature & Fiction,Genre Fiction,4.2,4519,12.0
60,34,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,2009,34,Fiction,"Mystery, Thriller & Suspense",Mystery,4.6,1541,4.0
92,35,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",David Zinczenko,2009,35,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.3,956,14.0
313,36,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,2009,36,Non Fiction,Business & Money,Economics,4.5,1583,18.0
471,37,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2009,37,Non Fiction,Business & Money,Marketing & Sales,4.4,3503,9.0
50,38,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,2009,38,Non Fiction,Christian Books & Bibles,Christian Living,4.7,1542,14.0
418,39,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,2009,39,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,4628,7.0
364,40,The Elegance of the Hedgehog,Muriel Barbery,2009,40,Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.0,1859,11.0
177,41,"I, Alex Cross",James Patterson,2009,41,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.6,1320,7.0
387,42,The Girl Who Played with Fire (Millennium),Stieg Larsson,2009,42,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.7,7251,16.0
417,43,The Last Lecture,Randy Pausch,2009,43,Non Fiction,Biographies & Memoirs,Professionals & Academics,4.7,4028,9.0
374,44,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,2009,44,Non Fiction,Self-Help,Relationships,4.6,803,9.0
524,45,Watchmen,Alan Moore,2009,45,Fiction,Comics & Graphic Novels,Graphic Novels,4.8,3829,42.0
331,46,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2009,46,Non Fiction,Self-Help,Motivational,4.6,9325,24.0
346,47,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,2009,47,Non Fiction,Sports & Outdoors,Miscellaneous,4.7,858,53.0
78,48,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",Zhi Gang Sha,2009,48,Non Fiction,"Health, Fitness & Dieting",Alternative Medicine,4.6,37,6.0
160,49,Have a Little Faith: A True Story,Mitch Albom,2009,49,Non Fiction,Christian Books & Bibles,Christian Living,4.8,1930,4.0
72,50,Diary of a Wimpy Kid: The Last Straw (Book 3),Jeff Kinney,2009,50,Fiction,Children's Books,Growing Up & Facts of Life,4.8,3837,15.0
384,51,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,2010,1,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.7,7747,14.0
389,27,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,2010,2,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.4,10559,2.0
67,52,Decision Points,George W. Bush,2010,3,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.6,2137,17.0
403,7,The Help,Kathryn Stockett,2010,4,Fiction,Literature & Fiction,United States,4.8,13871,6.0
386,53,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,2010,5,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.7,7251,9.0
474,54,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,2010,6,Fiction,Children's Books,Growing Up & Facts of Life,4.8,3796,12.0
305,6,StrengthsFinder 2.0,Gallup,2010,7,Non Fiction,Business & Money,Management & Leadership,4.0,5069,17.0
236,55,Mockingjay (The Hunger Games),Suzanne Collins,2010,8,Fiction,Teen & Young Adult,Literature & Fiction,4.5,26741,8.0
539,56,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,2010,9,Non Fiction,"Health, Fitness & Dieting",Addiction & Recovery,4.2,1302,11.0
272,25,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2010,10,Non Fiction,"New, Used & Rental Textbooks",Social Sciences,4.5,8580,46.0
27,57,"Autobiography of Mark Twain, Vol. 1",Mark Twain,2010,11,Non Fiction,Literature & Fiction,History & Criticism,4.2,491,14.0
342,58,The Big Short: Inside the Doomsday Machine,Michael Lewis,2010,12,Non Fiction,Reference,"Writing, Research & Publishing Guides",4.7,3536,17.0
115,59,Food Rules: An Eater's Manual,Michael Pollan,2010,13,Non Fiction,"Cookbooks, Food & Wine",Special Diet,4.4,1555,9.0
515,60,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010,14,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.8,29673,16.0
61,61,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,2010,15,Fiction,Fantasy,"TV, Movie, Game Adaptations",4.3,1924,8.0
296,62,Sh*t My Dad Says,Justin Halpern,2010,16,Non Fiction,Humor & Entertainment,Humor,4.7,1265,11.0
51,38,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,2010,17,Non Fiction,Christian Books & Bibles,Christian Living,4.7,1542,14.0
461,63,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,2010,18,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.6,2122,0.0
217,64,Life,Keith Richards,2010,19,Non Fiction,Arts & Photography,Music,4.5,2752,18.0
56,65,Cutting for Stone,Abraham Verghese,2010,20,Fiction,Literature & Fiction,Genre Fiction,4.6,4866,11.0
359,66,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,2010,21,Non Fiction,Humor & Entertainment,Humor,4.4,440,11.0
439,67,The Official SAT Study Guide,The College Board,2010,22,Non Fiction,Teen & Young Adult,Education & Reference,4.4,1201,40.0
117,68,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,2010,23,Non Fiction,Politics & Social Sciences,Politics & Government,4.4,1215,9.0
412,69,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010,24,Non Fiction,History,Americas,4.7,9289,13.0
428,70,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,2010,25,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,4506,14.0
316,71,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,2010,26,Non Fiction,Education,Education & Reference,4.4,637,20.0
261,10,Outliers: The Story of Success,Malcolm Gladwell,2010,27,Non Fiction,Business & Money,Management & Leadership,4.6,10426,20.0
46,72,Catching Fire (The Hunger Games),Suzanne Collins,2010,28,Fiction,Teen & Young Adult,Literature & Fiction,4.7,22614,11.0
370,32,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2010,29,Non Fiction,Business & Money,Management & Leadership,4.6,3207,6.0
140,29,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,2010,30,Non Fiction,Business & Money,Biography & History,4.5,3457,14.0
499,14,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,2010,31,Non Fiction,Biographies & Memoirs,Historical,4.3,3319,11.0
457,73,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,2010,32,Non Fiction,Politics & Social Sciences,Politics & Government,4.6,1204,14.0
357,74,The Confession: A Novel,John Grisham,2010,33,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.3,3523,13.0
68,75,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,2010,34,Non Fiction,Business & Money,Business Culture,4.6,1651,15.0
11,76,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Larry Schweikart,2010,35,Non Fiction,Politics & Social Sciences,History,4.6,460,2.0
419,39,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,2010,36,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,4628,7.0
314,77,Switch: How to Change Things When Change Is Hard,Chip Heath,2010,37,Non Fiction,Business & Money,Management & Leadership,4.6,1907,13.0
340,78,The Art of Racing in the Rain: A Novel,Garth Stein,2010,38,Fiction,Literature & Fiction,Genre Fiction,4.7,11813,10.0
320,79,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2010,39,Non Fiction,Self-Help,Relationships,4.7,3477,28.0
39,80,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Glenn Beck,2010,40,Non Fiction,Politics & Social Sciences,Politics & Government,4.5,471,8.0
456,81,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,2010,41,Fiction,Children's Books,Science Fiction & Fantasy,4.6,2186,12.0
264,82,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,2010,42,Fiction,Teen & Young Adult,Science Fiction & Fantasy,4.8,548,2.0
218,83,Little Bee: A Novel,Chris Cleave,2010,43,Fiction,Literature & Fiction,Genre Fiction,4.1,1467,10.0
31,84,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Ina Garten,2010,44,Non Fiction,"Cookbooks, Food & Wine",Regional & International,4.7,615,21.0
121,85,George Washington's Sacred Fire,Peter A. Lillback,2010,45,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.5,408,20.0
284,86,Radical: Taking Back Your Faith from the American Dream,David Platt,2010,46,Non Fiction,Christian Books & Bibles,Christian Living,4.7,1985,9.0
511,87,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,2010,47,Fiction,Science Fiction & Fantasy,Fantasy,4.8,2282,21.0
292,88,Sarah's Key,Tatiana de Rosnay,2010,48,Fiction,Literature & Fiction,Genre Fiction,4.6,3619,10.0
407,89,The Hunger Games,Suzanne Collins,2010,49,Fiction,Teen & Young Adult,Literature & Fiction,4.7,32122,14.0
90,90,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,2010,50,Non Fiction,Business & Money,Business Culture,4.5,2525,16.0
301,91,Steve Jobs,Walter Isaacson,2011,1,Non Fiction,Biographies & Memoirs,Professionals & Academics,4.6,7827,20.0
161,92,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,2011,2,Non Fiction,Self-Help,Relationships,4.7,15779,10.0
42,93,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,2011,3,Fiction,Children's Books,Growing Up & Facts of Life,4.8,4505,0.0
306,6,StrengthsFinder 2.0,Gallup,2011,4,Non Fiction,Business & Money,Management & Leadership,4.0,5069,17.0
408,94,The Hunger Games (Book 1),Suzanne Collins,2011,5,Fiction,Teen & Young Adult,Literature & Fiction,4.7,32122,8.0
516,60,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2011,6,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.8,29673,16.0
183,95,Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,2011,7,Fiction,Teen & Young Adult,Literature & Fiction,4.6,5299,20.0
133,96,Go the F**k to Sleep,Adam Mansbach,2011,8,Fiction,Humor & Entertainment,Humor,4.8,9568,9.0
237,55,Mockingjay (The Hunger Games),Suzanne Collins,2011,9,Fiction,Teen & Young Adult,Literature & Fiction,4.5,26741,8.0
118,97,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,2011,10,Fiction,Literature & Fiction,Genre Fiction,4.6,5594,5.0
47,72,Catching Fire (The Hunger Games),Suzanne Collins,2011,11,Fiction,Teen & Young Adult,Literature & Fiction,4.7,22614,11.0
318,98,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,2011,12,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.3,2314,22.0
5,99,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,2011,13,Fiction,Literature & Fiction,Action & Adventure,4.4,12643,11.0
463,100,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,2011,14,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,4290,10.0
198,101,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,2011,15,Non Fiction,History,Americas,4.7,9342,10.0
273,25,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2011,16,Non Fiction,"New, Used & Rental Textbooks",Social Sciences,4.5,8580,46.0
404,7,The Help,Kathryn Stockett,2011,17,Fiction,Literature & Fiction,United States,4.8,13871,8.0
413,69,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2011,18,Non Fiction,History,Americas,4.7,9289,9.0
1,102,11/22/63: A Novel,Stephen King,2011,19,Fiction,Literature & Fiction,Genre Fiction,4.6,2052,22.0
440,67,The Official SAT Study Guide,The College Board,2011,20,Non Fiction,Teen & Young Adult,Education & Reference,4.4,1201,40.0
187,103,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,2011,21,Non Fiction,Religion & Spirituality,Worship & Devotion,4.9,19576,8.0
410,104,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,2011,22,Fiction,Teen & Young Adult,Literature & Fiction,4.8,16949,30.0
57,65,Cutting for Stone,Abraham Verghese,2011,23,Fiction,Literature & Fiction,Genre Fiction,4.6,4866,11.0
504,105,Tina Fey: Bossypants,Tina Fey,2011,24,Non Fiction,Humor & Entertainment,Television,4.3,5977,12.0
319,106,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,2011,25,Non Fiction,"Crafts, Hobbies & Home",Home Improvement & Design,4.3,4587,21.0
181,107,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,2011,26,Non Fiction,Biographies & Memoirs,Historical,4.4,4571,21.0
321,79,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2011,27,Non Fiction,Self-Help,Relationships,4.7,3477,28.0
52,38,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,2011,28,Non Fiction,Christian Books & Bibles,Christian Living,4.7,1542,14.0
12,108,A Stolen Life: A Memoir,Jaycee Dugard,2011,29,Non Fiction,Biographies & Memoirs,Autobiography,4.6,4149,32.0
385,51,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,2011,30,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.7,7747,14.0
525,109,Water for Elephants: A Novel,Sara Gruen,2011,31,Fiction,Literature & Fiction,Genre Fiction,4.5,8958,12.0
371,32,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2011,32,Non Fiction,Business & Money,Management & Leadership,4.6,3207,6.0
421,110,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,2011,33,Non Fiction,Children's Books,"Activities, Crafts & Games",4.4,4247,13.0
255,111,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,2011,34,Non Fiction,Christian Books & Bibles,Christian Living,4.6,3163,13.0
332,46,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2011,35,Non Fiction,Self-Help,Motivational,4.6,9325,24.0
469,112,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,2011,36,Fiction,Children's Books,Growing Up & Facts of Life,4.7,1463,10.0
62,113,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,2011,37,Fiction,Fantasy,Contemporary,4.2,2094,4.0
141,29,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,2011,38,Non Fiction,Business & Money,Biography & History,4.5,3457,14.0
427,114,The Litigators,John Grisham,2011,39,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.4,6222,18.0
222,115,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,2011,40,Non Fiction,Christian Books & Bibles,Christian Living,4.2,1649,13.0
405,7,The Help,Kathryn Stockett,2011,41,Fiction,Literature & Fiction,United States,4.8,13871,7.0
494,116,"Thinking, Fast and Slow",Daniel Kahneman,2011,42,Non Fiction,Business & Money,Management & Leadership,4.6,11034,19.0
445,117,The Paris Wife: A Novel,Paula McLain,2011,43,Fiction,Literature & Fiction,Genre Fiction,4.3,3759,16.0
285,86,Radical: Taking Back Your Faith from the American Dream,David Platt,2011,44,Non Fiction,Christian Books & Bibles,Christian Living,4.7,1985,9.0
341,78,The Art of Racing in the Rain: A Novel,Garth Stein,2011,45,Fiction,Literature & Fiction,Genre Fiction,4.7,11813,10.0
317,71,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,2011,46,Non Fiction,Education,Education & Reference,4.4,637,20.0
93,118,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,2011,47,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.5,6346,9.0
354,119,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,2011,48,Non Fiction,"Health, Fitness & Dieting",Diets & Weight Loss,4.7,4633,21.0
530,120,What to Expect When You're Expecting,Heidi Murkoff,2011,49,Non Fiction,"Health, Fitness & Dieting",Women's Health,4.4,3341,9.0
363,121,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,2011,50,Non Fiction,Children's Books,"Arts, Music & Photography",4.1,2023,15.0
106,122,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,2012,1,Fiction,Literature & Fiction,Women's Fiction,3.8,47265,14.0
104,123,Fifty Shades Darker,E L James,2012,2,Fiction,Literature & Fiction,Women's Fiction,4.4,23631,7.0
105,124,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,2012,3,Fiction,Literature & Fiction,Women's Fiction,4.5,20262,11.0
409,94,The Hunger Games (Book 1),Suzanne Collins,2012,4,Fiction,Teen & Young Adult,Literature & Fiction,4.7,32122,8.0
307,6,StrengthsFinder 2.0,Gallup,2012,5,Non Fiction,Business & Money,Management & Leadership,4.0,5069,17.0
108,125,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,2012,6,Fiction,Literature & Fiction,Women's Fiction,4.5,13964,32.0
48,72,Catching Fire (The Hunger Games),Suzanne Collins,2012,7,Fiction,Teen & Young Adult,Literature & Fiction,4.7,22614,11.0
238,55,Mockingjay (The Hunger Games),Suzanne Collins,2012,8,Fiction,Teen & Young Adult,Literature & Fiction,4.5,26741,8.0
468,126,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,2012,9,Fiction,Children's Books,Humor,4.7,6377,7.0
243,127,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,2012,10,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.6,8093,14.0
411,104,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,2012,11,Fiction,Teen & Young Adult,Literature & Fiction,4.8,16949,30.0
135,128,Gone Girl,Gillian Flynn,2012,12,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.0,57271,10.0
432,129,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,2012,13,Fiction,Children's Books,"Fairy Tales, Folk Tales & Myths",4.8,6247,10.0
441,67,The Official SAT Study Guide,The College Board,2012,14,Non Fiction,Teen & Young Adult,Education & Reference,4.4,1201,40.0
119,97,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,2012,15,Fiction,Literature & Fiction,Genre Fiction,4.6,5594,5.0
197,130,Killing Kennedy: The End of Camelot,Bill O'Reilly,2012,16,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.6,8634,25.0
274,25,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2012,17,Non Fiction,"New, Used & Rental Textbooks",Social Sciences,4.5,8580,46.0
199,101,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,2012,18,Non Fiction,History,Americas,4.7,9342,10.0
517,60,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2012,19,Non Fiction,Biographies & Memoirs,Leaders & Notable People,4.8,29673,16.0
269,131,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,2012,20,Non Fiction,Medical Books,Medicine,4.3,13616,10.0
322,79,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2012,21,Non Fiction,Self-Help,Relationships,4.7,3477,28.0
30,132,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,2012,22,Non Fiction,"Cookbooks, Food & Wine",Regional & International,4.8,1296,24.0
495,116,"Thinking, Fast and Slow",Daniel Kahneman,2012,23,Non Fiction,Business & Money,Management & Leadership,4.6,11034,19.0
353,133,The Casual Vacancy,J.K. Rowling,2012,24,Fiction,Humor & Entertainment,Humor,3.3,9372,12.0
400,134,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,2012,25,Fiction,Religion & Spirituality,Literature & Fiction,4.6,11098,13.0
453,135,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2012,26,Non Fiction,"Health, Fitness & Dieting",Psychology & Counseling,4.6,10795,21.0
302,91,Steve Jobs,Walter Isaacson,2012,27,Non Fiction,Biographies & Memoirs,Professionals & Academics,4.6,7827,20.0
531,136,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,2012,28,Non Fiction,"Crafts, Hobbies & Home",Home Improvement & Design,4.4,7497,6.0
245,137,"Oh, the Places You'll Go!",Dr. Seuss,2012,29,Fiction,Children's Books,Education & Reference,4.9,21834,8.0
333,46,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2012,30,Non Fiction,Self-Help,Motivational,4.6,9325,24.0
372,32,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2012,31,Non Fiction,Business & Money,Management & Leadership,4.6,3207,6.0
282,138,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,32,Non Fiction,Self-Help,Relationships,4.6,10009,20.0
394,139,The Great Gatsby,F. Scott Fitzgerald,2012,33,Fiction,Literature & Fiction,Genre Fiction,4.4,11616,7.0
455,140,The Racketeer,John Grisham,2012,34,Fiction,"Mystery, Thriller & Suspense",Thrillers & Suspense,4.3,14493,18.0
344,141,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,2012,35,Non Fiction,"Cookbooks, Food & Wine",Special Diet,4.2,1789,14.0
